개방자치단체코드,관리번호,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치연도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3040000,202530400000900017,생활방범-019,방범용,가로변,서울특별시 광진구 구의로 65 (구의동),서울특별시 광진구 구의로 65 (구의동),,37.54398,127.090430,양방향,N,N,Y,,2018,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900018,생활방범-020,방범용,가로변,서울특별시 광진구 자양로30길 87-10 (구의동),서울특별시 광진구 자양로30길 87-10 (구의동),,37.54348,127.089620,양방향,N,N,Y,,2017,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900019,생활방범-021,방범용,가로변,서울특별시 광진구 광나루로38길 27 (구의동),서울특별시 광진구 광나루로38길 27 (구의동),,37.54371,127.088070,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900020,생활방범-022,방범용,가로변,서울특별시 광진구 구의로11길 28 (구의동),서울특별시 광진구 구의로11길 28 (구의동),,37.54369,127.088760,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900021,생활방범-023,방범용,가로변,서울특별시 광진구 자양로30길 43 (구의동),서울특별시 광진구 자양로30길 43 (구의동),,37.5434,127.087230,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900022,생활방범-024,방범용,가로변,서울특별시 광진구 자양로32길 31 (구의동),서울특별시 광진구 자양로32길 31 (구의동),,37.54432,127.086600,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900023,생활방범-025,방범용,가로변,서울특별시 광진구 자양로30길 14,서울특별시 광진구 자양로30길 14,,37.54363,127.085650,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900024,생활방범-026,방범용,가로변,서울특별시 광진구 자양로28길 73 (구의동),서울특별시 광진구 자양로28길 73 (구의동),,37.54173,127.088230,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900025,생활방범-027,방범용,가로변,서울특별시 광진구 자양로26길 95,서울특별시 광진구 자양로26길 95,,37.54019,127.089150,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900026,생활방범-028,방범용,가로변,서울특별시 광진구 구의로1길 12 (구의동),서울특별시 광진구 구의로1길 12 (구의동),,37.53916,127.087580,양방향,N,N,Y,,2013,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900027,생활방범-029,방범용,가로변,서울특별시 광진구 구의로1길 26 (구의동),서울특별시 광진구 구의로1길 26 (구의동),,37.53907,127.086800,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900028,생활방범-030,방범용,가로변,서울특별시 광진구 아차산로53길 77 (구의동),서울특별시 광진구 아차산로53길 77 (구의동),,37.54073,127.086080,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900029,생활방범-031,방범용,가로변,서울특별시 광진구 자양로26길 45-7,서울특별시 광진구 자양로26길 45-7,,37.54162,127.086680,양방향,N,N,Y,,2010,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900030,생활방범-032,방범용,가로변,서울특별시 광진구 광나루로36길 68 (구의동),서울특별시 광진구 광나루로36길 68 (구의동),,37.54217,127.085830,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900031,생활방범-033,방범용,가로변,서울특별시 광진구 자양로26길 14 (구의동),서울특별시 광진구 자양로26길 14 (구의동),,37.54181,127.084880,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900032,생활방범-034,방범용,가로변,서울특별시 광진구 아차산로49길 70 (구의동),서울특별시 광진구 아차산로49길 70 (구의동),,37.54003,127.084190,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900033,생활방범-035,방범용,가로변,서울특별시 광진구 아차산로51길 23 (구의동),서울특별시 광진구 아차산로51길 23 (구의동),,37.53822,127.085020,양방향,N,N,Y,,2014,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900034,생활방범-036,방범용,가로변,서울특별시 광진구 아차산로49길 32 (구의동),서울특별시 광진구 아차산로49길 32 (구의동),,37.53848,127.084380,양방향,N,N,Y,,2010,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900035,생활방범-037,방범용,가로변,서울특별시 광진구 아차산로49길 50 (구의동),서울특별시 광진구 아차산로49길 50 (구의동),,37.53916,127.084290,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900036,생활방범-038,방범용,가로변,서울특별시 광진구 자양로23길 86 (구의동),서울특별시 광진구 자양로23길 86 (구의동),,37.54425,127.084000,양방향,N,N,Y,,2010,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900037,생활방범-039,방범용,가로변,서울특별시 광진구 아차산로55길 23 (구의동),서울특별시 광진구 아차산로55길 23 (구의동),,37.53854,127.086500,양방향,N,N,Y,,2007,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900038,생활방범-040,방범용,가로변,서울특별시 광진구 아차산로53길 53 (구의동),서울특별시 광진구 아차산로53길 53 (구의동),,37.53972,127.085650,양방향,N,N,Y,,2009,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900039,생활방범-041,방범용,가로변,서울특별시 광진구 아차산로53길 29 (구의동),서울특별시 광진구 아차산로53길 29 (구의동),,37.53854,127.085800,양방향,N,N,Y,,2014,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900040,생활방범-042,방범용,가로변,서울특별시 광진구 아차산로53길 38-12 (구의동),서울특별시 광진구 아차산로53길 38-12 (구의동),,37.53915,127.086090,양방향,N,N,Y,,2015,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900041,생활방범-043,방범용,가로변,서울특별시 광진구 광나루로30가길 9 (구의동),서울특별시 광진구 광나루로30가길 9 (구의동),,37.54423,127.082470,양방향,N,N,Y,,2009,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900042,생활방범-044,방범용,가로변,서울특별시 광진구 자양로44길 141-7 (구의동),서울특별시 광진구 자양로44길 141-7 (구의동),,37.55164,127.095540,양방향,N,N,Y,,2013,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900043,생활방범-045,방범용,가로변,서울특별시 광진구 자양로44길 69 (구의동),서울특별시 광진구 자양로44길 69 (구의동),,37.54979,127.094980,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900044,생활방범-046,방범용,가로변,서울특별시 광진구 자양로45길 13 (구의동),서울특별시 광진구 자양로45길 13 (구의동),,37.55178,127.091390,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900045,생활방범-047,방범용,가로변,서울특별시 광진구 광나루로 517-10 (구의동),서울특별시 광진구 광나루로 517-10 (구의동),,37.54564,127.087210,양방향,N,N,Y,,2009,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:05
3040000,202530400000900046,생활방범-048,방범용,가로변,서울특별시 광진구 자양로37가길 10 (구의동),서울특별시 광진구 자양로37가길 10 (구의동),,37.54771,127.087260,양방향,N,N,Y,,2010,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900047,생활방범-049,방범용,가로변,서울특별시 광진구 자양로51길 11 (구의동),서울특별시 광진구 자양로51길 11 (구의동),,37.55364,127.092860,양방향,N,N,Y,,2010,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900048,생활방범-050,방범용,가로변,서울특별시 광진구 영화사로16가길 21 (구의동),서울특별시 광진구 영화사로16가길 21 (구의동),,37.55362,127.095580,양방향,N,N,Y,,2009,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900049,생활방범-051,방범용,가로변,서울특별시 광진구 자양로53길 10 (구의동),서울특별시 광진구 자양로53길 10 (구의동),,37.55417,127.093350,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900050,생활방범-052,방범용,가로변,서울특별시 광진구 자양로54길 11 (구의동),서울특별시 광진구 자양로54길 11 (구의동),,37.55387,127.094580,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900051,생활방범-053,방범용,가로변,서울특별시 광진구 자양로51길 10-9 (구의동),서울특별시 광진구 자양로51길 10-9 (구의동),,37.55386,127.093430,양방향,N,N,Y,,2009,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900052,생활방범-054,방범용,가로변,서울특별시 광진구 영화사로16길 19 (구의동),서울특별시 광진구 영화사로16길 19 (구의동),,37.55454,127.095940,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900053,생활방범-055,방범용,가로변,서울특별시 광진구 영화사로16나길 21 (구의동),서울특별시 광진구 영화사로16나길 21 (구의동),,37.55324,127.096060,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900054,생활방범-056,방범용,가로변,서울특별시 광진구 자양로52길 11 (구의동),서울특별시 광진구 자양로52길 11 (구의동),,37.55306,127.094050,양방향,N,N,Y,,2015,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900055,생활방범-057,방범용,가로변,서울특별시 광진구 자양로44길 125 (구의동),서울특별시 광진구 자양로44길 125 (구의동),,37.55131,127.096550,양방향,N,N,Y,,2014,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900056,생활방범-058,방범용,가로변,서울특별시 광진구 자양로44나길 26-14 (구의동),서울특별시 광진구 자양로44나길 26-14 (구의동),,37.55089,127.095950,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900057,생활방범-059,방범용,가로변,서울특별시 광진구 자양로44나길 39 (구의동),서울특별시 광진구 자양로44나길 39 (구의동),,37.55157,127.094560,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900058,생활방범-060,방범용,가로변,서울특별시 광진구 천호대로137길 38 (구의동),서울특별시 광진구 천호대로137길 38 (구의동),,37.55076,127.093680,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900059,생활방범-061,방범용,가로변,서울특별시 광진구 자양로49길 15-2 (구의동),서울특별시 광진구 자양로49길 15-2 (구의동),,37.55289,127.091890,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900060,생활방범-062,방범용,가로변,서울특별시 광진구 자양로43길 8 (구의동),서울특별시 광진구 자양로43길 8 (구의동),,37.55123,127.091060,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900061,생활방범-063,방범용,가로변,서울특별시 광진구 영화사로11길 22 (구의동),서울특별시 광진구 영화사로11길 22 (구의동),,37.55551,127.094240,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900062,생활방범-064,방범용,가로변,서울특별시 광진구 영화사로15길 25,서울특별시 광진구 영화사로15길 25,,37.55511,127.095080,양방향,N,N,Y,,2009,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900063,생활방범-065,방범용,가로변,서울특별시 광진구 천호대로135길 16 (구의동),서울특별시 광진구 천호대로135길 16 (구의동),,37.55012,127.092240,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900064,생활방범-066,방범용,가로변,서울특별시 광진구 천호대로137길 10 (구의동),서울특별시 광진구 천호대로137길 10 (구의동),,37.54978,127.093150,양방향,N,N,Y,,2015,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900065,생활방범-067,방범용,가로변,서울특별시 광진구 자양로42길 42-24 (구의동),서울특별시 광진구 자양로42길 42-24 (구의동),,37.54794,127.091650,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900066,생활방범-068,방범용,가로변,서울특별시 광진구 자양로35길 35,서울특별시 광진구 자양로35길 35,,37.54811,127.085950,양방향,N,N,Y,,2009,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900067,생활방범-069,방범용,가로변,서울특별시 광진구 자양로37길 21 (구의동),서울특별시 광진구 자양로37길 21 (구의동),,37.54836,127.086970,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900068,생활방범-070,방범용,가로변,서울특별시 광진구 자양로33길 44 (구의동),서울특별시 광진구 자양로33길 44 (구의동),,37.54784,127.086340,양방향,N,N,Y,,2015,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900069,생활방범-071,방범용,가로변,서울특별시 광진구 천호대로134길 55 (구의동),서울특별시 광진구 천호대로134길 55 (구의동),,37.54723,127.088580,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900070,생활방범-072,방범용,가로변,서울특별시 광진구 자양로36길 17-12 (구의동),서울특별시 광진구 자양로36길 17-12 (구의동),,37.54649,127.088290,양방향,N,N,Y,,2010,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900071,생활방범-073,방범용,가로변,서울특별시 광진구 자양로36길 11 (구의동),서울특별시 광진구 자양로36길 11 (구의동),,37.54627,127.087540,양방향,N,N,Y,,2009,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900072,생활방범-074,방범용,가로변,서울특별시 광진구 천호대로132길 27-7 (구의동),서울특별시 광진구 천호대로132길 27-7 (구의동),,37.54939,127.089080,양방향,N,N,Y,,2007,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900073,생활방범-076,방범용,가로변,서울특별시 광진구 광나루로44길 9 (구의동),서울특별시 광진구 광나루로44길 9 (구의동),,37.54383,127.091550,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900074,생활방범-077,방범용,가로변,서울특별시 광진구 구의로16길 36 (구의동),서울특별시 광진구 구의로16길 36 (구의동),,37.54344,127.092600,양방향,N,N,Y,,2014,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900075,생활방범-079,방범용,가로변,서울특별시 광진구 광나루로52길 12 (구의동),서울특별시 광진구 광나루로52길 12 (구의동),,37.54127,127.094710,양방향,N,N,Y,,2007,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900076,생활방범-080,방범용,가로변,서울특별시 광진구 아차산로65길 14 (구의동),서울특별시 광진구 아차산로65길 14 (구의동),,37.54097,127.094140,양방향,N,N,Y,,2015,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900077,생활방범-081,방범용,가로변,서울특별시 광진구 구의로4길 51 (구의동),서울특별시 광진구 구의로4길 51 (구의동),,37.54071,127.092240,양방향,N,N,Y,,2013,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900078,생활방범-082,방범용,가로변,서울특별시 광진구 구의로6길 21 (구의동),서울특별시 광진구 구의로6길 21 (구의동),,37.5415,127.091040,양방향,N,N,Y,,2007,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900079,생활방범-083,방범용,가로변,서울특별시 광진구 아차산로63길 37 (구의동),서울특별시 광진구 아차산로63길 37 (구의동),,37.54131,127.092160,양방향,N,N,Y,,2011,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900080,생활방범-084,방범용,가로변,서울특별시 광진구 구의로4길 40 (구의동),서울특별시 광진구 구의로4길 40 (구의동),,37.54045,127.091640,양방향,N,N,Y,,2010,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900081,생활방범-085,방범용,가로변,서울특별시 광진구 구의로4길 60 (구의동),서울특별시 광진구 구의로4길 60 (구의동),,37.54109,127.092750,양방향,N,N,Y,,2006,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900082,생활방범-086,방범용,가로변,서울특별시 광진구 광나루로52길 43 (구의동),서울특별시 광진구 광나루로52길 43 (구의동),,37.54043,127.093250,양방향,N,N,Y,,2009,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900083,생활방범-087,방범용,가로변,서울특별시 광진구 아차산로60길 13-13 (구의동),서울특별시 광진구 아차산로60길 13-13 (구의동),,37.5383,127.092370,양방향,N,N,Y,,2009,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
3040000,202530400000900084,생활방범-088,방범용,가로변,서울특별시 광진구 광나루로52길 83 (구의동),서울특별시 광진구 광나루로52길 83 (구의동),,37.53933,127.091500,양방향,N,N,Y,,2015,2025-09-01,Y,서울특별시 광진구청,02-450-7678,2025-10-29,I,2026-05-15 18:45:47,2025-10-29 16:37:06
