개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3040000,202530400000800041,서울특별시 광진구청,서울특별시 광진구 광나루로30가길 9 (구의동),,생활방범,1,,,,,02-450-7678,37.54423,127.08247,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800042,서울특별시 광진구청,서울특별시 광진구 자양로44길 141-7 (구의동),,생활방범,1,,,,,02-450-7678,37.55164,127.09554,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800043,서울특별시 광진구청,서울특별시 광진구 자양로44길 69 (구의동),,생활방범,1,,,,,02-450-7678,37.54979,127.09498,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800044,서울특별시 광진구청,서울특별시 광진구 자양로45길 13 (구의동),,생활방범,1,,,,,02-450-7678,37.55178,127.09139,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800045,서울특별시 광진구청,서울특별시 광진구 광나루로 517-10 (구의동),,생활방범,1,,,,,02-450-7678,37.54564,127.08721,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800046,서울특별시 광진구청,서울특별시 광진구 자양로37가길 10 (구의동),,생활방범,1,,,,,02-450-7678,37.54771,127.08726,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800047,서울특별시 광진구청,서울특별시 광진구 자양로51길 11 (구의동),,생활방범,1,,,,,02-450-7678,37.55364,127.09286,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800048,서울특별시 광진구청,서울특별시 광진구 영화사로16가길 21 (구의동),,생활방범,1,,,,,02-450-7678,37.55362,127.09558,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800049,서울특별시 광진구청,서울특별시 광진구 자양로53길 10 (구의동),,생활방범,1,,,,,02-450-7678,37.55417,127.09335,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800050,서울특별시 광진구청,서울특별시 광진구 자양로54길 11 (구의동),,생활방범,1,,,,,02-450-7678,37.55387,127.09458,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800051,서울특별시 광진구청,서울특별시 광진구 자양로51길 10-9 (구의동),,생활방범,1,,,,,02-450-7678,37.55386,127.09343,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800052,서울특별시 광진구청,서울특별시 광진구 영화사로16길 19 (구의동),,생활방범,1,,,,,02-450-7678,37.55454,127.09594,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800053,서울특별시 광진구청,서울특별시 광진구 영화사로16나길 21 (구의동),,생활방범,1,,,,,02-450-7678,37.55324,127.09606,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800054,서울특별시 광진구청,서울특별시 광진구 자양로52길 11 (구의동),,생활방범,1,,,,,02-450-7678,37.55306,127.09405,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800055,서울특별시 광진구청,서울특별시 광진구 자양로44길 125 (구의동),,생활방범,1,,,,,02-450-7678,37.55131,127.09655,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800056,서울특별시 광진구청,서울특별시 광진구 자양로44나길 26-14 (구의동),,생활방범,1,,,,,02-450-7678,37.55089,127.09595,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800057,서울특별시 광진구청,서울특별시 광진구 자양로44나길 39 (구의동),,생활방범,1,,,,,02-450-7678,37.55157,127.09456,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800058,서울특별시 광진구청,서울특별시 광진구 천호대로137길 38 (구의동),,생활방범,1,,,,,02-450-7678,37.55076,127.09368,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800059,서울특별시 광진구청,서울특별시 광진구 자양로49길 15-2 (구의동),,생활방범,1,,,,,02-450-7678,37.55289,127.09189,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800060,서울특별시 광진구청,서울특별시 광진구 자양로43길 8 (구의동),,생활방범,1,,,,,02-450-7678,37.55123,127.09106,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800061,서울특별시 광진구청,서울특별시 광진구 영화사로11길 22 (구의동),,생활방범,1,,,,,02-450-7678,37.55551,127.09424,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800062,서울특별시 광진구청,서울특별시 광진구 영화사로15길 25,,생활방범,1,,,,,02-450-7678,37.55511,127.09508,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800063,서울특별시 광진구청,서울특별시 광진구 천호대로135길 16 (구의동),,생활방범,1,,,,,02-450-7678,37.55012,127.09224,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800064,서울특별시 광진구청,서울특별시 광진구 천호대로137길 10 (구의동),,생활방범,1,,,,,02-450-7678,37.54978,127.09315,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800065,서울특별시 광진구청,서울특별시 광진구 자양로42길 42-24 (구의동),,생활방범,1,,,,,02-450-7678,37.54794,127.09165,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800066,서울특별시 광진구청,서울특별시 광진구 자양로35길 35,,생활방범,1,,,,,02-450-7678,37.54811,127.08595,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800067,서울특별시 광진구청,서울특별시 광진구 자양로37길 21 (구의동),,생활방범,1,,,,,02-450-7678,37.54836,127.08697,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800068,서울특별시 광진구청,서울특별시 광진구 자양로33길 44 (구의동),,생활방범,1,,,,,02-450-7678,37.54784,127.08634,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800069,서울특별시 광진구청,서울특별시 광진구 천호대로134길 55 (구의동),,생활방범,1,,,,,02-450-7678,37.54723,127.08858,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800070,서울특별시 광진구청,서울특별시 광진구 자양로36길 17-12 (구의동),,생활방범,1,,,,,02-450-7678,37.54649,127.08829,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800071,서울특별시 광진구청,서울특별시 광진구 자양로36길 11 (구의동),,생활방범,1,,,,,02-450-7678,37.54627,127.08754,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800072,서울특별시 광진구청,서울특별시 광진구 천호대로132길 27-7 (구의동),,생활방범,1,,,,,02-450-7678,37.54939,127.08908,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800073,서울특별시 광진구청,서울특별시 광진구 광나루로44길 9 (구의동),,생활방범,1,,,,,02-450-7678,37.54383,127.09155,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800074,서울특별시 광진구청,서울특별시 광진구 구의로16길 36 (구의동),,생활방범,1,,,,,02-450-7678,37.54344,127.0926,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800075,서울특별시 광진구청,서울특별시 광진구 광나루로52길 12 (구의동),,생활방범,1,,,,,02-450-7678,37.54127,127.09471,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800076,서울특별시 광진구청,서울특별시 광진구 아차산로65길 14 (구의동),,생활방범,1,,,,,02-450-7678,37.54097,127.09414,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800077,서울특별시 광진구청,서울특별시 광진구 구의로4길 51 (구의동),,생활방범,1,,,,,02-450-7678,37.54071,127.09224,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800078,서울특별시 광진구청,서울특별시 광진구 구의로6길 21 (구의동),,생활방범,1,,,,,02-450-7678,37.5415,127.09104,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800079,서울특별시 광진구청,서울특별시 광진구 아차산로63길 37 (구의동),,생활방범,1,,,,,02-450-7678,37.54131,127.09216,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800080,서울특별시 광진구청,서울특별시 광진구 구의로4길 40 (구의동),,생활방범,1,,,,,02-450-7678,37.54045,127.09164,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800081,서울특별시 광진구청,서울특별시 광진구 구의로4길 60 (구의동),,생활방범,1,,,,,02-450-7678,37.54109,127.09275,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800082,서울특별시 광진구청,서울특별시 광진구 광나루로52길 43 (구의동),,생활방범,1,,,,,02-450-7678,37.54043,127.09325,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800083,서울특별시 광진구청,서울특별시 광진구 아차산로60길 13-13 (구의동),,생활방범,1,,,,,02-450-7678,37.5383,127.09237,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800084,서울특별시 광진구청,서울특별시 광진구 광나루로52길 83 (구의동),,생활방범,1,,,,,02-450-7678,37.53933,127.0915,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800085,서울특별시 광진구청,서울특별시 광진구 아차산로59길 21-13 (구의동),,생활방범,1,,,,,02-450-7678,37.53973,127.09007,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800086,서울특별시 광진구청,서울특별시 광진구 구의로4길 7-16 (구의동),,생활방범,1,,,,,02-450-7678,37.54083,127.09014,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800087,서울특별시 광진구청,서울특별시 광진구 구의로 56 (구의동),,생활방범,1,,,,,02-450-7678,37.54292,127.09031,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800088,서울특별시 광진구청,서울특별시 광진구 아차산로59길 13 (구의동),,생활방범,1,,,,,02-450-7678,37.53948,127.0907,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800089,서울특별시 광진구청,서울특별시 광진구 뚝섬로67길 23 (구의동),,생활방범,1,,,,,02-450-7678,37.53546,127.09062,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800090,서울특별시 광진구청,서울특별시 광진구 천호대로104나길 8 (군자동),,생활방범,1,,,,,02-450-7678,37.55718,127.07503,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800091,서울특별시 광진구청,서울특별시 광진구 면목로 27 (군자동),,생활방범,1,,,,,02-450-7678,37.55671,127.07609,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800092,서울특별시 광진구청,서울특별시 광진구 면목로6길 18 (군자동),,생활방범,1,,,,,02-450-7678,37.55611,127.07658,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800093,서울특별시 광진구청,서울특별시 광진구 능동로27길 33 (군자동),,생활방범,1,,,,,02-450-7678,37.55472,127.07657,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800094,서울특별시 광진구청,서울특별시 광진구 능동로27나길 17 (군자동),,생활방범,1,,,,,02-450-7678,37.55418,127.07581,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800095,서울특별시 광진구청,서울특별시 광진구 능동로25길 22 (군자동),,생활방범,1,,,,,02-450-7678,37.55299,127.07587,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800096,서울특별시 광진구청,서울특별시 광진구 동일로52길 15-14 (군자동),,생활방범,1,,,,,02-450-7678,37.55536,127.07253,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800097,서울특별시 광진구청,서울특별시 광진구 동일로48길 14-10 (군자동),,생활방범,1,,,,,02-450-7678,37.55391,127.07102,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800098,서울특별시 광진구청,서울특별시 광진구 군자로15길 10-6 (군자동),,생활방범,1,,,,,02-450-7678,37.55406,127.07362,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800099,서울특별시 광진구청,서울특별시 광진구 능동로29가길 24 (군자동),,생활방범,1,,,,,02-450-7678,37.55572,127.07791,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800100,서울특별시 광진구청,서울특별시 광진구 능동로27길 9 (군자동),,생활방범,1,,,,,02-450-7678,37.55384,127.07682,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800101,서울특별시 광진구청,서울특별시 광진구 능동로27길 9 (군자동),,생활방범,1,,,,,02-450-7678,37.55243,127.07496,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800102,서울특별시 광진구청,서울특별시 광진구 능동로27길 9 (군자동),,생활방범,1,,,,,02-450-7678,37.55046,127.07053,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800103,서울특별시 광진구청,서울특별시 광진구 광나루로17길 14 (군자동),,생활방범,1,,,,,02-450-7678,37.54838,127.07269,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800104,서울특별시 광진구청,서울특별시 광진구 동일로60길 25 (군자동),,생활방범,1,,,,,02-450-7678,37.55829,127.07474,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800105,서울특별시 광진구청,서울특별시 광진구 군자로17길 34 (군자동),,생활방범,1,,,,,02-450-7678,37.55676,127.07722,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800106,서울특별시 광진구청,서울특별시 광진구 면목로5길 30-6 (군자동),,생활방범,1,,,,,02-450-7678,37.55685,127.07461,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800107,서울특별시 광진구청,서울특별시 광진구 천호대로116길 88 (능동),,생활방범,1,,,,,02-450-7678,37.55231,127.08184,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800108,서울특별시 광진구청,서울특별시 광진구 능동로24길 76 (능동),,생활방범,1,,,,,02-450-7678,37.55322,127.08056,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800109,서울특별시 광진구청,서울특별시 광진구 천호대로110길 34 (능동),,생활방범,1,,,,,02-450-7678,37.55581,127.07947,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800110,서울특별시 광진구청,서울특별시 광진구 능동로36길 12 (능동),,생활방범,1,,,,,02-450-7678,37.55623,127.0798,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800111,서울특별시 광진구청,서울특별시 광진구 천호대로112길 10 (능동),,생활방범,1,,,,,02-450-7678,37.55572,127.08112,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800112,서울특별시 광진구청,서울특별시 광진구 천호대로112길 25 (능동),,생활방범,1,,,,,02-450-7678,37.55509,127.08119,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800113,서울특별시 광진구청,서울특별시 광진구 천호대로116길 26 (능동),,생활방범,1,,,,,02-450-7678,37.55412,127.08363,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800114,서울특별시 광진구청,서울특별시 광진구 능동로32길 82-34 (능동),,생활방범,1,,,,,02-450-7678,37.55304,127.08239,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800115,서울특별시 광진구청,서울특별시 광진구 천호대로116길 57 (능동),,생활방범,1,,,,,02-450-7678,37.55259,127.08284,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800116,서울특별시 광진구청,서울특별시 광진구 천호대로118길 36 (능동),,생활방범,1,,,,,02-450-7678,37.55318,127.08466,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800117,서울특별시 광진구청,서울특별시 광진구 천호대로118길 16 (능동),,생활방범,1,,,,,02-450-7678,37.55412,127.08523,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800118,서울특별시 광진구청,서울특별시 광진구 천호대로124길 86 (능동),,생활방범,1,,,,,02-450-7678,37.55214,127.08481,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800119,서울특별시 광진구청,서울특별시 광진구 천호대로120길 21 (능동),,생활방범,1,,,,,02-450-7678,37.55313,127.08636,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800120,서울특별시 광진구청,서울특별시 광진구 천호대로120길 21 (능동),,생활방범,1,,,,,02-450-7678,37.55311,127.08794,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800121,서울특별시 광진구청,서울특별시 광진구 천호대로122길 33 (능동),,생활방범,1,,,,,02-450-7678,37.55211,127.08732,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800122,서울특별시 광진구청,서울특별시 광진구 천호대로110길 87 (능동),,생활방범,1,,,,,02-450-7678,37.55361,127.07842,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800123,서울특별시 광진구청,서울특별시 광진구 능동로24길 41 (능동),,생활방범,1,,,,,02-450-7678,37.55239,127.07913,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800124,서울특별시 광진구청,서울특별시 광진구 능동로26길 23 (능동),,생활방범,1,,,,,02-450-7678,37.55269,127.07855,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
3040000,202530400000800125,서울특별시 광진구청,서울특별시 광진구 능동로32길 16-16 (능동),,생활방범,1,,,,,02-450-7678,37.5546,127.07917,2025-10-28,I,2026-05-15 18:45:38,2025-10-29 10:49:26
